Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes)
3764-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3763-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3768-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3777-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3773-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3779-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3767-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3778-2024-13,2024-199AG,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3776-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,,,,
3774-2024-13,2024-199AJ,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,,,,
3781-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3785-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3787-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3783-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3748-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3782-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3789-2024-13,2024-199*,,Russian Federation,2024-11-05,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3784-2024-13,2024-199Y,HORIZON GORIZONT,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3760-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3750-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3775-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3769-2024-13,2024-199AP,,Russian Federation,2024-11-05,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3770-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3757-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,
3780-2024-13,2024-199AD,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,,,,
3737-2024-012,2024-197A,,Russian Federation,2024-10-31,"Space object intended for assignments on
behalf of the Ministry of Defence of the
Russian Federation",in orbit,/osoindex/data/documents/ru/st/stsgser.e1231.html,T,,,------,,,,,,,
61605,2024-188M,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61613,2024-188V,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61594,2024-188A,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61600,2024-188G,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61596,2024-188C,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61608,2024-188Q,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61601,2024-188H,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61610,2024-188S,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61595,2024-188B,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61599,2024-188F,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61598,2024-188E,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61597,2024-188D,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61611,2024-188T,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61603,2024-188K,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61604,2024-188L,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61606,2024-188N,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61607,2024-188P,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61612,2024-188U,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61602,2024-188J,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
61609,2024-188R,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,,,,
FIN-29-SAT-2024,2024-149CY,,Finland,2024-08-16,Earth observation satellite carrying a hyperspectral imager,in orbit,/osoindex/data/documents/fi/st/stsgser.e1233.html,T,,,------,,,,,,,
2024-MA-001,2024-149CQ,,Morocco,2024-08-16,"Automatic Dependent Surveillance–Broadcast (ADS-B),  Automatic Identification System (AIS) and Internet of Things (IoT)",in orbit,/osoindex/data/documents/ma/st/stsgser.e1256.html,T,,,"The registration submission for this space object is presently being processed by the United Nations Secretariat. State of registry notes in ST/SG/SER.E/1256 that the ""time of launch is the time of separation from the launch vehicle"".",,,,,,,
2024-MA-SC-002,2024-149CR,,Morocco,2024-08-16,Earth observation,in orbit,/osoindex/data/documents/ma/st/stsgser.e1256.html,T,,,"The registration submission for this space object is presently being processed by the United Nations Secretariat. State of registry notes in ST/SG/SER.E/1256 that the ""time of launch is the time of separation from the launch vehicle"".",,,,,,,
AE-24-01,2024-149CK,,United Arab Emirates,2024-08-16,Earth observation,in orbit,/osoindex/data/documents/ae/st/stsgser.e1297.html,T,,,State of registry notes in ST/SG/SER.E/1297 that the time of launch is the time of separation from the launch vehicle.,,,,,,,
3733-2024-009,2024-145A,,Russian Federation,2024-08-15,"Delivery to the International Space Station of fuel, water, oxygen, air, food, scientific equipment and other consumable materials required for the crew, scientific experiments and operation of the Station",deorbited,/osoindex/data/documents/ru/st/stsgser.e1218.html,T,,2025-02-26,------,,,,,,,
2024-004SK,2024-128C,,Slovakia,2024-07-09,"Amateur radio communication activities, tests of technologies and scientific and technological experiments",in orbit,/osoindex/data/documents/sk/st/stsgser.e1210.html,T,,,State of registry provides NORAD ID as 60237 in ST/SG/SER.E/1210. State of registry states in ST/SG/SER.E/1210/Add.1 that Hungary is a launching States for the space object.,,,,,,,
PT-SAT-02-2024,2024-128D,,Portugal,2024-07-09,"Scientific activities (demonstration of new Automatic Dependent Surveillance - Broadcast (ADS-B) signal decoding technology)
",in orbit,/osoindex/data/documents/pt/st/stsgser.e1235.html,T,,,Mentioned by France in ST/SG/SER.E/1273.,,,,,,,
60233,2024-127A,,Türkiye,2024-07-08,Communication,in GSO,/osoindex/data/documents/tr/st/stsgser.e1219.html,T,+042.0 degrees East,,------,,,,35806.17,35766.01,0.02,1436.07
3732-2024-008,2024-103A,,Russian Federation,2024-05-30,"Delivery to the International Space Station of fuel, water, oxygen, air, food, scientific equipment and other consumable materials required for the crew, scientific experiments and operation of the Station",deorbited,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,2024-11-19,------,,,,,,,
3729-2024-007,2024-092*,,Russian Federation,2024-05-16,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
3731-2024-007,2024-092*,,Russian Federation,2024-05-16,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
3730-2024-007,2024-092*,,Russian Federation,2024-05-16,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
3722-2024-007,2024-092A,,Russian Federation,2024-05-16,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,Date of launch is 2024-05-16 using UTC.,,,,,,,
3724-2024-007,2024-092*,,Russian Federation,2024-05-16,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
3725-2024-007,2024-092*,,Russian Federation,2024-05-16,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
3723-2024-007,2024-092*,,Russian Federation,2024-05-16,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1203.html,T,,,International designator pending assignment. Date of launch is 2024-05-16 using UTC.,,,,,,,
